﻿initials,website,full_name,l_name_exists,title,school,department
LD,faculty/lak3r,Lauren K. Dunn,1,Assistant Professor,School of Medicine,Department of Anesthesiology
LD,faculty/ld4n,Lise Dobrin,1,Associate Professor,College of Arts and Sciences,Department of Anthropology
LD,faculty/ltd5b,Lynn Dengel,1,Assistant Professor,School of Medicine,Department of Surgery
LD,faculty/ltp8f,Lien Dame,1,Associate Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
LD,faculty/lsd5k,Luke S. Dahl,1,Assistant Professor,College of Arts and Sciences,Department of Music
LE,faculty/lde9w,Loren D. Erickson,1,Associate Professor,School of Medicine,Department of Microbiology
LE,faculty/lm3av,Lauren Molloy Elreda,1,Research Assistant Professor of Education,Curry School of Education,Curry School of Education
LE,faculty/lje5u,Lori Elder,1,"Director, Clinical Trials",School of Medicine,SOM Clinical Trials
LE,faculty/lae3g,Linda A. Eastham,1,Assistant Professor,School of Nursing,School of Nursing
LF,faculty/lf6s,Leora Friedberg,1,Associate Professor,College of Arts and Sciences,Department of Economics
LF,faculty/lf5v,Laahn H. Foster,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
LF,faculty/lf9u,Lu Feng,1,Assistant Professor,School of Engineering and Applied Science,Department of Computer Science
LF,faculty/lpf4d,Lilian Passos Feitosa,1,Associate Professor,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
LF,faculty/lef2u,Leland Edward Farmer,1,Assistant Professor,College of Arts and Sciences,Department of Economics
LF,faculty/lsf8n,Leon S. Farhi,1,Associate Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
LG,faculty/lg8zr,Lian-Wang Guo,1,Professor,School of Medicine,Department of Surgery
LG,faculty/ljg4n,Lori Grove,1,Assistant Professor,School of Medicine,Department of Otolaryngology - Head and Neck Surgery
LG,faculty/ldg2h,Leonard D. Grissom,1,Associate Professor,College of Arts and Sciences,Department of Drama
LG,faculty/ltg4a,Leisa T. Gonnella,1,Lecturer,School of Medicine,Department of Anesthesiology
LG,faculty/leg2e,Laura Goldblatt,1,Assistant Professor,College of Arts and Sciences,College of Arts and Sciences
LG,faculty/lg6t,Lisa Goff,1,Associate Professor,College of Arts and Sciences,Department of English
LG,faculty/log,Lawrence O. Goedde,1,Professor,College of Arts and Sciences,Department of Art
LG,faculty/lwg9q,Lawrence W. Gimple,1,Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
LG,faculty/lg8b,Laura Galloway,1,Professor,College of Arts and Sciences,Department of Biology
LH,faculty/lh8bp,Lizeng Huang,1,Lecturer,College of Arts and Sciences,"East Asian Languages, Literatures, and Cultures"
LH,faculty/lnh7f,Laura Homewood,1,Assistant Professor,School of Medicine,Department of Obstetrics and Gynecology
LH,faculty/lmh3f,LaVae M. Hoffman,1,Associate Professor,Curry School of Education,Curry School of Education
LH,faculty/llh6e,Latisha Hayes,1,Associate Professor,Curry School of Education,Curry School of Education
LH,faculty/lfh4c,Laura Hawthorne,1,Lecturer,Provost's Office,Office of the University Registrar
LH,faculty/lh3ef,Larycia Hawkins,1,Assistant Professor,College of Arts and Sciences,Department of Politics
LH,faculty/lt7e,Lisa M Hainstock,1,Associate Professor,School of Medicine,Department of Pediatrics
LJ,faculty/lcj2p,Leigh-Ann Jones Webb,1,Assistant Professor,School of Medicine,Department of Emergency Medicine
LJ,faculty/lj6gd,Lee Johnson,1,Assistant Professor,School of Nursing,School of Nursing
LJ,faculty/lhj7k,Lindgren H. Johnson,1,Assistant Professor,College of Arts and Sciences,Department of English
LJ,faculty/lj7q,Li Jin,1,Associate Professor,School of Medicine,Orthopaedic Surgery Research Center
LJ,faculty/lj3hx,Lindsey B James,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
LK,faculty/lk3qf,Lale Kostakoglu Shields,1,Professor,School of Medicine,Department of Radiology
LK,faculty/lk7cb,Lidia Kosenkova,1,Assistant Professor,College of Arts and Sciences,Department of Economics
LK,faculty/lrk9g,Lynn R. Kohan,1,Associate Professor,School of Medicine,Department of Anesthesiology
LK,faculty/lk6me,Leidy Klotz,1,Associate Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
LK,faculty/ldk6gv,Logan Kinch,1,Assistant Professor,School of Medicine,Department of Anesthesiology
LK,faculty/lck6s,Leslie Kendrick,1,Professor,School of Law,School of Law
LK,faculty/llh2h,Lee Kassell,1,Assistant Professor,School of Medicine,Department of Anesthesiology
LK,faculty/lbk2t,Logan B. Karns,1,Lecturer,School of Medicine,Department of Obstetrics and Gynecology
LL,faculty/ljl4n,Luann J. Lynch,1,Professor,Darden School of Business,Darden Graduate School of Business
LL,faculty/lgl4f,Lawrence G. Lum,1,Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
LL,faculty/lel3f,Loren Lomasky,1,Professor,College of Arts and Sciences,Department of Philosophy
LL,faculty/lml9g,Lee Lockwood,1,Associate Professor,College of Arts and Sciences,Department of Economics
LL,faculty/lcl8n,Lewis Lipson,1,Associate Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
LL,faculty/ll8nv,Li Li,1,Professor,School of Medicine,Department of Family Medicine
LL,faculty/lmc8c,Lisa Letzkus,1,Assistant Professor,School of Medicine,Department of Pediatrics
LL,faculty/ll7ba,Laura Lee,1,Associate Professor,School of Medicine,Department of Pediatrics
LL,faculty/lac7c,Leigh Lather,1,Associate Professor,School of Medicine,Orthopaedic Surgery Pediatric Orthopaedic Division
LL,faculty/ll6v,Luke Lancaster,1,Associate Professor,School of Medicine,Department of Radiology
LM,faculty/lm8qd,Luca Musante,1,Assistant Professor,School of Medicine,"Department of Medicine, Nephrology Division"
LM,faculty/lgm2z,Laurence G. Mueller,1,Assistant Dean for Global Advising,Darden School of Business,Darden Graduate School of Business
LM,faculty/lm4up,Lydia Moyer,1,Professor,College of Arts and Sciences,Department of Art
LM,faculty/lsm3n,Loren Stack Moulds,1,Lecturer,School of Law,School of Law
LM,faculty/lnm2a,Lisa Nicole Morkowchuk,1,Assistant Professor,College of Arts and Sciences,Department of Chemistry
LM,faculty/lm3sk,Lavika Mor,1,Assistant Professor,School of Medicine,Department of Dentistry
LM,faculty/lmm2z,Lynn Mitchell,1,University Policy Manager,Executive Vice President and Chief Operating Officer,Office of the Exec VP and Chief Operating Officer
LM,faculty/lcm7t,Luke C. Miller,1,Associate Professor,Curry School of Education,Curry School of Education
LM,faculty/ldm2v,Larry D. Mesner,1,Assistant Professor,School of Medicine,PBHS Public Health Sciences Admin
LM,faculty/lm2gc,Lynn M McDaniel,1,Associate Professor,School of Medicine,Department of Pediatrics
LM,faculty/lm6yb,Linda Williams Martin,1,Associate Professor,School of Medicine,Department of Surgery
LM,faculty/lm2e,Lorna Martens,1,Professor,College of Arts and Sciences,Department of Germanic Languages and Literatures
LM,faculty/lam9fg,Lynn Mandeltort,1,Assistant Professor,Provost's Office,Center for Teaching Excellence
LM,faculty/lmm3r,Louise Man,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
LM,faculty/lm4wb,Lin Ma,1,Professor,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
LN,faculty/ln6n,Louis Nelson,1,Professor,Provost's Office,Office of the Executive Vice President and Provost
LO,faculty/lao5q,Leslie Olsakovsky,1,Associate Professor,School of Medicine,Department of Ophthalmology
LP,faculty/lcp6f,Leah Puryear,1,"Director, Upward Bound",Provost's Office,Upward Bound Program
LP,faculty/lp6n,Lin Pu,1,Professor,College of Arts and Sciences,Department of Chemistry
LP,faculty/lbp2r,Lucia Phinney,1,Lecturer,School of Architecture,Department of Architecture
LP,faculty/lap5r,Leonid Petrov,1,Associate Professor,College of Arts and Sciences,Department of Mathematics
LP,faculty/lmc6b,Lisa Colosi Peterson,1,Associate Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
LP,faculty/lfp2n,Lucy F. Pemberton,1,Associate Professor,School of Medicine,Department of Microbiology
LP,faculty/lcp6e,Laura Parsons,1,Assistant Professor,School of Medicine,Department of Obstetrics and Gynecology
LP,faculty/lgp6t,Luis Pancorbo Crespo,1,Assistant Professor,School of Architecture,Department of Architecture
LR,faculty/lkr2h,Lisa K. Rollins,1,Associate Professor,School of Medicine,Department of Family Medicine
LR,faculty/lmm3y,Laura Roberts,1,Professor,Darden School of Business,Darden Graduate School of Business
LR,faculty/lr5b,Lee M. Ritterband,1,Professor,School of Medicine,Department of Psychiatry and NB Sciences
LR,faculty/llr5b,Lara Riegler,1,Assistant Professor,School of Medicine,Department of Pediatrics
LR,faculty/lar2f,Lisa Reilly,1,Professor,School of Architecture,Department of Architectural History
LR,faculty/lcr3m,Leah Christinne Reid,1,Assistant Professor,College of Arts and Sciences,Department of Music
LS,faculty/ls9u,Leon Szeptycki,1,Professor,School of Law,School of Law
LS,faculty/ls3kp,Lean Sweeney,1,Assistant Professor,College of Arts and Sciences,Department of History
LS,faculty/las7p,Lisa A. Speidel,1,Assistant Professor,College of Arts and Sciences,"Women, Gender &amp; Sexuality Studies"
LS,faculty/lrs9e,Lisa R. Spaar,1,Professor,College of Arts and Sciences,Creative Writing Program
LS,faculty/ll7y,Lindsay Somerville,1,Instructor,School of Medicine,"Department of Medicine, Pulmonary and Critical Care"
LS,faculty/lbs5w,Lawrence Solum,1,Professor,School of Law,School of Law
LS,faculty/lms9tt,Lauren Simkins,1,Assistant Professor,College of Arts and Sciences,Department of Environmental Sciences
LS,faculty/lt7q,Lisa Shutt,1,Associate Professor,College of Arts and Sciences,Institute of African-American and African Studies
LS,faculty/ls4tj,Lanfei Shi,1,Assistant Professor,McIntire School of Commerce,McIntire School of Commerce
LS,faculty/lls4b,Lois L. Shepherd,1,Professor,School of Medicine,PBHS Public Health Sciences Admin
LS,faculty/las9bz,Laura Shaffer,1,Associate Professor,School of Medicine,Department of Pediatrics
LS,faculty/lls3s,Laura L. Serbulea,1,Associate Professor,College of Arts and Sciences,Department of Chemistry
LS,faculty/ljs2k,Leonard J. Schoppa,1,Professor,College of Arts and Sciences,Department of Politics
LS,faculty/ljs,Larry Sabato,1,Professor,President's Office,Office of the President
LT,faculty/lat7h,Luther A. Tychonievich,1,Assistant Professor,School of Engineering and Applied Science,Department of Computer Science
LT,faculty/llt6p,Lesley Thomas,1,Lecturer,School of Medicine,"School of Medicine, Med Ed Support"
LT,faculty/lkt2e,Lukas K. Tamm,1,Professor,School of Medicine,Department of Molecular Phys and Biological Physics
LU,faculty/lau9c,Lori Urban,1,Assistant Professor,School of Medicine,Department of Anesthesiology
LU,faculty/lmu8y,Lucian M. Undreiu,1,Associate Professor,UVA College at Wise,UVA College at Wise
LV,faculty/lv2n,Leonid Volodin,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
LV,faculty/lv5v,Luzita Vela,1,"Assistant Professor of Education, General Faculty",Curry School of Education,Department of Kinesiology
LW,faculty/lw5y,Lisa Woolfork,1,Associate Professor,College of Arts and Sciences,Department of English
LW,faculty/lrw8w,Lauren Wingfield,1,Instructor,School of Medicine,Department of Emergency Medicine
LW,faculty/lhw3a,Les Williams,1,Associate Professor,School of Engineering and Applied Science,Department of Mechanical and Aerospace Engineering
LW,faculty/lrw6n,Luke R. Wilkins,1,Associate Professor,School of Medicine,Department of Radiology
LW,faculty/lsb4u,Lindsay B Wheeler,1,Assistant Professor,Provost's Office,Center for Teaching Excellence
LW,faculty/ltw6r,Lynda Wells,1,Associate Professor,School of Medicine,Department of Anesthesiology
LW,faculty/law4q,Linda Waggoner-Fountain,1,Professor of Pediatrics,School of Medicine,Department of Pediatrics
LY,faculty/ljt9r,Leora T. Yarboro,1,Associate Professor,School of Medicine,Department of Surgery
LZ,faculty/lz2n,Leonid V. Zhigilei,1,Professor,School of Engineering and Applied Science,Department of Materials Science and Engineering
MA,faculty/ma4xf,Mahmoud Abdi Tabari,1,Lecturer,Provost's Office,Office of the Vice Prov for Instructional Dev
MA,faculty/mpa2h,Michael Ayers,1,Assistant Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
MA,faculty/mja9yg,Matthew Austin,1,Assistant Professor,School of Medicine,Interventional Neuroradiology
MA,faculty/ma9h,Maurice Apprey,1,Professor,Student Affairs,Office of African-American Affairs
MA,faculty/mwa3a,Mark Anderson,1,Professor,School of Medicine,Department of Radiology
MA,faculty/mka2j,Mary K. Ambrose,1,Assistant Professor,College of Arts and Sciences,Department of Music
MA,faculty/mra3e,Matthew Althoff,1,Director of Equipment Room Operations,Athletics Department,Department of Athletics
MA,faculty/mea4ue,Mary Allen,1,Lecturer,College of Arts and Sciences,Department of French Language and Literatures
MA,faculty/msa2b,Michael S. Allen,1,Assistant Professor,College of Arts and Sciences,Department of Religious Studies
MA,faculty/mja6n,Michael Albert,1,Assistant Professor,Darden School of Business,Darden Graduate School of Business
MA,faculty/mya9y,Mahmoud Alarini,1,Assistant Professor,School of Medicine,Department of Radiology
MA,faculty/maa7j,Michelle Adu-Darko,1,Associate Professor,School of Medicine,Department of Pediatrics
MA,faculty/ma6cq,Manuela Achilles,1,Associate Professor,College of Arts and Sciences,Department of Germanic Languages and Literatures
MA,faculty/ma3wn,Mohammad Abuannadi,1,Associate Professor,School of Medicine,"Department of Medicine, Cardiovascular Medicine"
MA,faculty/ma2ke,Monika Abramenko,1,Lecturer,School of Engineering and Applied Science,Department of Engineering and Society
MA,faculty/mma3a,Mayuresh M. Abhyankar,1,Assistant Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
MB,faculty/mb3zr,Manuel Bailo Bailo Esteve,1,Associate Professor,School of Architecture,Department of Architecture
MB,faculty/mab3ed,Maksim Alexandrovich Bychkov,1,Associate Professor,College of Arts and Sciences,Department of Physics
MB,faculty/kqu4rg,Margaret Burchinal,1,Professor,Curry School of Education,Curry School of Education
MB,faculty/mdb3v,Mary Brown,1,Chief Financial Officer,Provost's Office,Center for Politics
MB,faculty/mgb4n,Michael G. Brown,1,Professor,School of Medicine,"Department of Medicine, Nephrology Division"
MB,faculty/mb6nt,Marc D. Breton,1,Associate Professor,School of Medicine,Department of Psychiatry and NB Sciences
MB,faculty/mb6ps,Melanie Brede,1,Lecturer,Student Affairs,Elson Student Health Center
MB,faculty/mjb7c,Megan Bray,1,Associate Professor,School of Medicine,Department of Obstetrics and Gynecology
MB,faculty/mb9q,Maite Brandt-Pearce,1,Professor,Provost's Office,Office of the Executive Vice President and Provost
MB,faculty/mob3f,Mehdi Boukhechba,1,Assistant Professor,School of Engineering and Applied Science,Department of Systems and Information Engineering
MB,faculty/mhb6y,Michael H Boblitz,1,Lecturer,School of Medicine,Orthopaedic Surgery Administrative Office
MB,faculty/meb7u,Martin E. Block,1,Professor,Curry School of Education,Department of Kinesiology
MB,faculty/mlb2eg,Michelle L. Bland,1,Assistant Professor,School of Medicine,Department of Pharmacology
MB,faculty/mrb4rk,Max Biggs,1,Assistant Professor,Darden School of Business,Darden Graduate School of Business
MB,faculty/mb2kg,Madhur Behl,1,Assistant Professor,School of Engineering and Applied Science,Department of Computer Science
MB,faculty/mpb5y,Mark P. Beenhakker,1,Associate Professor,School of Medicine,Department of Pharmacology
MB,faculty/mmb2sb,Michelle Beavers,1,"Associate Professor of Education, General Faculty",Curry School of Education,Curry School of Education
MB,faculty/mb8hj,Manuel Baucells,1,Associate Professor,Darden School of Business,Darden Graduate School of Business
MB,faculty/mb8zf,Mohammad Bashir,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
MB,faculty/mb5qd,Mudhasir Bashir,1,Associate Professor,School of Medicine,Department of Psychiatry and NB Sciences
MB,faculty/mb9fg,Michal Barzuza,1,Professor,School of Law,School of Law
MB,faculty/mcb2be,Melody Barnes,1,Professor,President's Office,Miller Center
MB,faculty/mcb9kh,Maria Badaracco,1,Assistant Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
MC,faculty/mc9cr,Michael Cusick,1,Assistant Professor,School of Medicine,Department of Ophthalmology
MC,faculty/mrc8x,Michael Curci,1,Instructor,School of Medicine,Department of Surgery
MC,faculty/mak9a,Margaret Crook,1,Assistant Professor,School of Medicine,"Department of Medicine, Endocrinology and Metabolism"
MC,faculty/mtc2d,Minton Truitt Cooper,1,Associate Professor,School of Medicine,Orthopaedic Surgery Foot and Ankle Division
MC,faculty/mrc6j,Mark R. Conaway,1,Professor,School of Medicine,PBHS Public Health Sciences Admin
MC,faculty/mgc3r,Michael G. Collins,1,Professor,School of Law,School of Law
MC,faculty/mc6rc,Mark Cohee,1,Assistant Professor,School of Medicine,Department of Family Medicine
MC,faculty/mwc4n,Mark Clark,1,Professor,UVA College at Wise,UVA College at Wise
MC,faculty/mdc6j,Meredith D. Clark,1,Assistant Professor,College of Arts and Sciences,Department of Media Studies
MC,faculty/mc2wq,Mete Civelek,1,Assistant Professor,School of Medicine,Department of Biomedical Engineering
MC,faculty/mjc2w,Michael Citro,1,Lecturer,Provost's Office,Office of the Executive Vice President and Provost
MC,faculty/mrc5r,Matthew Chulis,1,"Associate Head Coach, Men's Soccer",Athletics Department,Department of Athletics
MC,faculty/mc4hz,Matthew Chin,1,Assistant Professor,College of Arts and Sciences,"Women, Gender &amp; Sexuality Studies"
MC,faculty/mdf4e,Marcia D. Childress,1,"Assoc Prof of Med Ed and Codirector, Pgm of Humanities In Me",School of Medicine,MD-HUMN Center for Biomedical Ethics and Humanities
MC,faculty/mc3yp,Ming-Jer Chen,1,Professor,Darden School of Business,Darden Graduate School of Business
MC,faculty/mc5je,Mrinalini Chakravorty,1,Associate Professor,College of Arts and Sciences,Department of English
MC,faculty/cnc4a,Max CN Castorani,1,Assistant Professor,College of Arts and Sciences,Department of Environmental Sciences
MC,faculty/mjc9cp,Miranda Cashio,1,Instructor,UVA College at Wise,UVA College at Wise
MC,faculty/mac9jc,Maureen A. Carey,1,Assistant Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
MC,faculty/mc3zm,Matthew Caley,1,Assistant Professor,School of Medicine,Department of Radiology
MD,faculty/mld9b,Marlene L Daut Zaka,1,Professor,College of Arts and Sciences,Institute of African-American and African Studies
MD,faculty/md3cn,Matthew Dwyer,1,Professor,School of Engineering and Applied Science,Department of Computer Science
MD,faculty/md3yb,Michaela DuBay,1,Assistant Professor,Curry School of Education,Curry School of Education
MD,faculty/mgd9a,Michael G. Douvas,1,Associate Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
MD,faculty/mtd6v,Michael Thomas Doran,1,Professor,School of Law,School of Law
MD,faculty/med8z,Mary Dickens,1,Assistant Professor,Provost's Office,Center for Teaching Excellence
MD,faculty/med6m,Michael Devitt,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
MD,faculty/mdd5z,Mark D. DeBoer,1,Professor,School of Medicine,Department of Pediatrics
MD,faculty/mmd6w,Matthew Davis,1,Assistant Professor,College of Arts and Sciences,Department of English
MD,faculty/mnd2m,Martin N. Davidson,1,Professor,Darden School of Business,Darden Graduate School of Business
MD,faculty/md6cu,Mark J. Daniels,1,Assistant Professor,School of Medicine,Department of Molecular Phys and Biological Physics
ME,faculty/me9gn,Mona El Khafif,1,Associate Professor,School of Architecture,Department of Architecture
ME,faculty/mve2x,Mikhail V. Ershov,1,Professor,College of Arts and Sciences,Department of Mathematics
ME,faculty/mpe2m,Maxim P. Engers,1,Professor,College of Arts and Sciences,Department of Economics
ME,faculty/mee2mj,Michael Engel,1,Professor,School of Medicine,Department of Pediatrics
ME,faculty/mje,Mark J. Elson,1,Professor,College of Arts and Sciences,Department of Slavic Languages and Literatures
ME,faculty/mre4n,Michael Elliott,1,Associate Professor,School of Medicine,Department of Microbiology
ME,faculty/me6x,Matthew Elliott,1,Assistant Professor,School of Medicine,Department of Neurology
ME,faculty/mwe,Mark Edmundson,1,Professor,College of Arts and Sciences,Department of English
ME,faculty/me7pm,Marina Escamez Ballesta,1,Lecturer,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
MF,faculty/mf7bc,Mohammad Fallahi Sichani,1,Assistant Professor,School of Medicine,Department of Biomedical Engineering
MF,faculty/mf9s,Mary Frank,1,Professor,Darden School of Business,Darden Graduate School of Business
MF,faculty/mrf8t,Mark Richard Floryan,1,Assistant Professor,School of Engineering and Applied Science,Department of Computer Science
MF,faculty/mf9zu,Molly Flannagan,1,Assistant Professor,School of Medicine,Department of Surgery
MF,faculty/mcf8sr,Maria Ferrara,1,Lecturer,College of Arts and Sciences,Department of Statistics
MF,faculty/maf5y,Mehr A. Farooqi,1,Associate Professor,College of Arts and Sciences,Middle Eastern and South Asian Languages and Cultures
MG,faculty/mdg4xf,Maria Garcia Prados,1,Lecturer,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
MG,faculty/meg7qt,Maryellen E. Gusic,1,Professor,School of Medicine,"School of Medicine, Med Ed Support"
MG,faculty/mg9re,Mool C. Gupta,1,Professor,School of Engineering and Applied Science,Department of Electrical and Computer Engineering
MG,faculty/mjg7y,Michael J. Guertin,1,Assistant Professor,School of Medicine,Department of Biochemistry and Molecular Genetics
MG,faculty/mdg4u,Michael D. Greco,1,Lecturer,President's Office,Miller Center
MG,faculty/mjg5j,Matthew Goodman,1,Associate Professor,School of Medicine,"Department of Medicine, Division of General, Geriatric, Palliative &amp; Hospital Medicine"
MG,faculty/mtg2s,Miriam Gomez-Sanchez,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
MG,faculty/mg2wg,Mark Golub,1,Assistant Professor,School of Medicine,Department of Radiology
MG,faculty/mwg3d,Malgorzata W. Glinska,1,"Associate Director, Research &amp; Thought Leadereship",Darden School of Business,Darden Graduate School of Business
MG,faculty/mg5cm,Michael Gilbert,1,Professor,School of Law,School of Law
MG,faculty/msg2d,Matthew Gibson,1,Lecturer,Provost's Office,Virginia Foundation for the Humanities
MG,faculty/mg3kd,Meghan Geraghty,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
MG,faculty/mcg6w,Mary C. Gentile,1,Lecturer,Darden School of Business,Darden Graduate School of Business
MG,faculty/mfg4h,Michael F. Gallmeyer,1,Professor,McIntire School of Commerce,McIntire School of Commerce
MG,faculty/mrg9ap,Matthew Gagne,1,Lecturer,College of Arts and Sciences,Department of Mathematics
MH,faculty/mkh2e,Michael K. Hunt,1,Associate Professor,UVA College at Wise,UVA College at Wise
MH,faculty/mah2h,Marty A. Humphrey,1,Associate Professor,School of Engineering and Applied Science,Department of Computer Science
MH,faculty/mh9ar,Matthew Hulse,1,Assistant Professor,School of Medicine,Department of Anesthesiology
MH,faculty/mfh4jz,Michael F. Hull,1,Assistant Professor,Curry School of Education,Curry School of Education
MH,faculty/mah3x,Molly A. Hughes,1,Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
MH,faculty/mvh2t,Mary Hughes,1,University Landscape Architect,Operations,Office of the University Architect
MH,faculty/mth3k,Manley T.F. Huang,1,Assistant Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
MH,faculty/mih7d,Marcus Hook,1,Assistant Professor,School of Medicine,Department of Radiology
MH,faculty/mjh5y,Michael Ho,1,Lecturer,Darden School of Business,Darden Graduate School of Business
MH,faculty/mh6cu,Michael Hilinski,1,Associate Professor,College of Arts and Sciences,Department of Chemistry
MH,faculty/mjh7s,Michael J. Higgins,1,Professor,Curry School of Education,Department of Kinesiology
MH,faculty/mfh2n,Margaret Heubeck,1,Youth Leadership Initiative Director of Instruction,Provost's Office,Center for Politics
MH,faculty/mh3np,Morela Hernandez,1,Associate Professor,Darden School of Business,Darden Graduate School of Business
MH,faculty/mab4c,Martha Hellems,1,Associate Professor,School of Medicine,Department of Pediatrics
MH,faculty/msh6q,Matthew Sigurd Hedstrom,1,Associate Professor,College of Arts and Sciences,Department of Religious Studies
MH,faculty/meh5e,Meredith Hayden,1,Associate Executive Director,Student Affairs,Elson Student Health Center
MH,faculty/mh6b,Mark E. Haskins,1,Professor,Darden School of Business,Darden Graduate School of Business
MH,faculty/msh3e,Matthew S. Harvey,1,Professor,UVA College at Wise,UVA College at Wise
MH,faculty/mbh3y,Madaline B. Harrison,1,Professor,School of Medicine,Department of Neurology
MH,faculty/msh8n,Meg Harris,1,Research Development Project Manager,    ,
MH,faculty/mph4d,Margaret Harden,1,Lecturer,Provost's Office,Office of the Executive Vice President and Provost
MH,faculty/mh4gu,Michael Hanley,1,Associate Professor,School of Medicine,Department of Radiology
MH,faculty/mh7g,Marie-Louise Hammarskjold,1,Professor,School of Medicine,Department of Microbiology
MH,faculty/mah3uh,Martien A. Halvorson-Taylor,1,Associate Professor,College of Arts and Sciences,Department of Religious Studies
MH,faculty/mh5ff,Michael R Hainstock,1,Associate Professor,School of Medicine,Department of Pediatrics
MH,faculty/mah2ar,Mark Andrew Hadley,1,Professor,College of Arts and Sciences,College of Arts and Sciences
MI,faculty/lai7m,Marylin A. Isabella,1,Associate Professor,Darden School of Business,Darden Graduate School of Business
MI,faculty/mi7f,Murad Idris,1,Associate Professor,College of Arts and Sciences,Department of Politics
MJ,faculty/mj5kh,Matthew Jull,1,Associate Professor,School of Architecture,Department of Architecture
MJ,faculty/ml4db,Molly Johnson,1,Associate Professor,Frank Batten School of Leadership and Public Policy,Frank Batten School of Leadership &amp; Public Policy
MJ,faculty/mej4u,Mary Jensen,1,Professor,School of Medicine,Interventional Neuroradiology
MJ,faculty/mjj4e,Mark Jameson,1,Associate Professor,School of Medicine,Department of Otolaryngology - Head and Neck Surgery
MJ,faculty/mj5ne,Maria Jose Jorquera Hervas,1,Lecturer,College of Arts and Sciences,"Department for Spanish, Italian, and Portuguese"
MK,faculty/mpk3d,Mary P. Kuhn,1,Assistant Professor,College of Arts and Sciences,Department of English
MK,faculty/mmk4g,Marianne Kubik,1,Associate Professor,College of Arts and Sciences,Department of Drama
MK,faculty/mak9jw,Maria A. Kronenburg,1,Assistant Professor,School of Continuing and Professional Studies,SCPS - CP-Instr-Central Virginia
MK,faculty/mk2fx,Maxine Kresse,1,Assistant Professor,School of Medicine,Department of Radiology
MK,faculty/mnk2n,Margaret Kosek,1,Associate Professor,School of Medicine,"Department of Medicine, Infectious Diseases"
MK,faculty/mtk,Micheal T. Klepper,1,Associate Professor,School of Law,School of Law
MK,faculty/mk6k,Michelle R. Kisliuk,1,Associate Professor,College of Arts and Sciences,Department of Music
MK,faculty/mk5rk,Maria Kirzhner,1,Associate Professor,School of Medicine,Department of Ophthalmology
MK,faculty/msk9f,Minhajuddin Khaja,1,Associate Professor,School of Medicine,Department of Radiology
MK,faculty/mk5vq,Mark Kester,1,Professor,School of Medicine,Department of Pharmacology
MK,faculty/mjk3p,Michael J. Kennedy,1,Associate Professor,Curry School of Education,Curry School of Education
MK,faculty/mk2pv,Michael K. Keng,1,Associate Professor,School of Medicine,"Department of Medicine, Hematology and Oncology"
MK,faculty/mmk5d,Melissa M. Kendall,1,Associate Professor,School of Medicine,Department of Microbiology
MK,faculty/mk6zf,Melissa Kehl,1,Assistant Professor,School of Medicine,"Department of Medicine, Hospital Medicine"
MK,faculty/msk5ub,Mark Keeley,1,Lecturer,Student Affairs,Elson Student Health Center
MK,faculty/mmg4z,Meg Keeley,1,Professor,School of Medicine,Department of Pediatrics
MK,faculty/mk3u,Masashi Kawasaki,1,Professor,College of Arts and Sciences,Department of Biology
MK,faculty/mk5aj,Mieko Kawai,1,Lecturer,College of Arts and Sciences,"East Asian Languages, Literatures, and Cultures"
MK,faculty/mk3vy,Mona Kasra,1,Assistant Professor,College of Arts and Sciences,Department of Drama
MK,faculty/mk8tf,Meena R Kannan,1,Assistant Professor,School of Medicine,Department of Neurology
ML,faculty/mdl8s,Michael D. Lyons,1,Assistant Professor of Education,Curry School of Education,Curry School of Education
